DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,FATAL_NO,SPEEDING,REDLIGHT,ALCOHOL,HOOD_158,NEIGHBOURHOOD_158,DIVISION,row_num
2019-07-29,19:37:00,GERRARD ST E,CARLAW AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,70,South Riverdale,D55,2
2019-07-29,19:37:00,GERRARD ST E,CARLAW AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,None,None,70,South Riverdale,D55,3
2019-07-30,0:39:00,GERRARD ST W,LA PLANTE AVE,Minor Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,Yes,170,Yonge-Bay Corridor,D52,1
2019-07-30,0:39:00,GERRARD ST W,LA PLANTE AVE,Minor Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,Yes,Yes,170,Yonge-Bay Corridor,D52,2
2019-07-30,21:53:00,TRETHEWEY DR,BLACK CREEK DR,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,None,None,112,Beechborough-Greenbrook,D12,1
2019-07-30,21:53:00,TRETHEWEY DR,BLACK CREEK DR,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,5 to 9,None,None,None,None,None,112,Beechborough-Greenbrook,D12,2
2019-07-30,21:53:00,TRETHEWEY DR,BLACK CREEK DR,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,None,None,112,Beechborough-Greenbrook,D12,3
2019-07-31,14:23:00,F G GARDINER XY  W,GARDINER X W 427 X N RAMP,Expressway,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,50 to 54,None,None,Yes,Yes,None,20,Alderwood,D22,1
2019-07-31,14:23:00,F G GARDINER XY  W,GARDINER X W 427 X N RAMP,Expressway,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,Major,None,Yes,Yes,None,20,Alderwood,D22,2
2019-07-31,14:23:00,F G GARDINER XY  W,GARDINER X W 427 X N RAMP,Expressway,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,Major,None,Yes,Yes,None,20,Alderwood,D22,3
2019-07-31,14:23:00,F G GARDINER XY  W,GARDINER X W 427 X N RAMP,Expressway,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,None,Yes,Yes,None,20,Alderwood,D22,4
2019-07-31,17:48:00,220 DOVERCOURT RD,None,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,84,Little Portugal,D14,1
2019-07-31,17:48:00,220 DOVERCOURT RD,None,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,15 to 19,Major,None,None,Yes,None,84,Little Portugal,D14,2
2019-07-31,17:48:00,220 DOVERCOURT RD,None,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,25 to 29,None,None,None,Yes,None,84,Little Portugal,D14,3
2019-07-31,17:48:00,220 DOVERCOURT RD,None,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,25 to 29,None,None,None,Yes,None,84,Little Portugal,D14,4
2019-07-31,21:47:00,QUEEN ST W,GLADSTONE AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,84,Little Portugal,D14,1
2019-07-31,21:47:00,QUEEN ST W,GLADSTONE AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver - Not Hit,30 to 34,None,None,None,None,None,84,Little Portugal,D14,2
2019-07-31,21:47:00,QUEEN ST W,GLADSTONE AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,30 to 34,None,None,None,None,None,84,Little Portugal,D14,3
2019-07-31,21:47:00,QUEEN ST W,GLADSTONE AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,84,Little Portugal,D14,4
2019-08-02,22:37:00,ISLINGTON AVE,BEAUMONDE HEIGHTS DR,Major Arterial,Etobicoke York,Clear,Dark,Dry,Fatal,Driver,65 to 69,None,None,None,Yes,None,3,Thistletown-Beaumond Heights,D23,1
2019-08-02,22:37:00,ISLINGTON AVE,BEAUMONDE HEIGHTS DR,Major Arterial,Etobicoke York,Clear,Dark,Dry,Fatal,Motorcycle Driver,25 to 29,Fatal,30,None,Yes,None,3,Thistletown-Beaumond Heights,D23,2
2019-08-03,9:17:00,WARDEN AVE,SYLLA AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,55 to 59,Fatal,31,None,None,None,119,Wexford/Maryvale,D41,1
2019-08-03,14:35:00,2929 DUFFERIN ST,None,Major Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Cyclist,35 to 39,Major,None,None,None,None,31,Yorkdale-Glen Park,D13,1
2019-08-03,14:35:00,2929 DUFFERIN ST,None,Major Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,45 to 49,Minimal,None,None,None,None,31,Yorkdale-Glen Park,D13,2
2019-08-03,14:35:00,LAWRENCE AVE W,PIMLICO RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,None,None,30,Brookhaven-Amesbury,D12,1
2019-08-03,15:00:00,55 KING ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,Minor,None,None,None,None,170,Yonge-Bay Corridor,D52,1
2019-08-03,15:00:00,55 KING ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,None,None,170,Yonge-Bay Corridor,D52,2
2019-08-03,15:00:00,55 KING ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Minor,None,None,None,None,170,Yonge-Bay Corridor,D52,3
2019-08-03,15:00:00,55 KING ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Minimal,None,None,None,None,170,Yonge-Bay Corridor,D52,4
2019-08-03,20:27:00,WINDERMERE AVE,THE QUEENSWAY,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,87,High Park-Swansea,D11,1
2019-08-03,20:27:00,WINDERMERE AVE,THE QUEENSWAY,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,15 to 19,Major,None,Yes,Yes,None,87,High Park-Swansea,D11,2
2019-08-03,20:27:00,WINDERMERE AVE,THE QUEENSWAY,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Passenger,15 to 19,Major,None,Yes,Yes,None,87,High Park-Swansea,D11,3
2019-08-04,2:57:00,BATHURST ST,HERRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,80,Palmerston-Little Italy,D14,1
2019-08-04,2:57:00,BATHURST ST,HERRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,Minimal,None,None,None,None,80,Palmerston-Little Italy,D14,2
2019-08-04,2:57:00,BATHURST ST,HERRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,80,Palmerston-Little Italy,D14,3
2019-08-05,0:41:00,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,Minimal,None,Yes,Yes,None,72,Regent Park,D51,1
2019-08-05,0:41:00,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Minor,None,Yes,Yes,None,72,Regent Park,D51,2
2019-08-05,0:41:00,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,Minor,None,Yes,Yes,None,72,Regent Park,D51,3
2019-08-05,0:41:00,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,Major,None,Yes,Yes,None,72,Regent Park,D51,4
2019-08-05,0:41:00,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,unknown,None,None,Yes,Yes,None,72,Regent Park,D51,5
2019-08-05,16:45:00,STEELES AVE E,BLUFFWOOD DR,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,40 to 44,Minimal,None,Yes,Yes,None,49,Bayview Woods-Steeles,D33,1
2019-08-05,16:45:00,STEELES AVE E,BLUFFWOOD DR,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Motorcycle Driver,25 to 29,Fatal,32,Yes,Yes,None,49,Bayview Woods-Steeles,D33,2
2019-08-05,22:20:00,VICTORIA PARK AVE,CURLEW DR,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,None,Yes,Yes,None,119,Wexford/Maryvale,D41,1
2019-08-05,22:20:00,VICTORIA PARK AVE,CURLEW DR,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,Yes,Yes,None,119,Wexford/Maryvale,D41,2
2019-08-09,9:45:00,31  FINCH AVE E,None,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Pedestrian,65 to 69,Fatal,33,None,None,None,151,Yonge-Doris,D32,1
2019-08-09,9:45:00,31  FINCH AVE E,None,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,35 to 39,Minor,None,None,None,None,151,Yonge-Doris,D32,2
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,1
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,2
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,3
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,25 to 29,Major,None,None,None,None,154,Oakdale-Beverley Heights,D31,4
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,unknown,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,5
2019-08-11,15:05:00,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,5 to 9,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,6
2019-08-12,10:44:00,RICHMOND ST W,UNIVERSITY AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,1
2019-08-12,10:44:00,RICHMOND ST W,UNIVERSITY AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,45 to 49,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,2
2019-08-13,13:29:00,STEELES  AVE E,MCCOWAN  RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Motorcycle Driver,40 to 44,Fatal,34,None,Yes,None,130,Milliken,D42,1
2019-08-13,13:29:00,STEELES  AVE E,MCCOWAN  RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,35 to 39,None,None,None,Yes,None,130,Milliken,D42,2
2019-08-13,17:48:00,QUEEN ST E,VICTORIA PARK AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,80 to 84,Minimal,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,1
2019-08-13,17:48:00,QUEEN ST E,VICTORIA PARK AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,45 to 49,Major,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,2
2019-08-13,17:48:00,QUEEN ST E,VICTORIA PARK AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,80 to 84,None,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,3
2019-08-13,17:48:00,QUEEN ST E,VICTORIA PARK AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,65 to 69,None,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,4
2019-08-13,17:48:00,QUEEN ST E,VICTORIA PARK AVE,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 64,None,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,5
2019-08-14,11:49:00,DUFFERIN ST,TYCOS DR,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,31,Yorkdale-Glen Park,D13,1
2019-08-14,11:49:00,DUFFERIN ST,TYCOS DR,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,Yes,None,31,Yorkdale-Glen Park,D13,2
2019-08-14,11:49:00,DUFFERIN ST,TYCOS DR,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Passenger,20 to 24,None,None,None,Yes,None,31,Yorkdale-Glen Park,D13,3
2019-08-15,6:48:00,QUEEN ST W,ST PATRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,164,Wellington Place,D52,1
2019-08-15,6:48:00,QUEEN ST W,ST PATRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 4,None,None,None,Yes,None,164,Wellington Place,D52,2
2019-08-15,6:48:00,QUEEN ST W,ST PATRICK ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,None,None,Yes,None,164,Wellington Place,D52,3
2019-08-17,12:35:00,GODSTONE RD,FAIRVIEW MALL DR,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,None,None,None,None,None,47,Don Valley Village,D33,1
2019-08-17,12:35:00,GODSTONE RD,FAIRVIEW MALL DR,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,None,None,None,None,47,Don Valley Village,D33,2
2019-08-17,12:35:00,GODSTONE RD,FAIRVIEW MALL DR,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Minor,None,None,None,None,47,Don Valley Village,D33,3
2019-08-17,23:05:00,FINCH AVE E,MCCOWAN RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,129,Agincourt North,D42,1
2019-08-17,23:05:00,FINCH AVE E,MCCOWAN RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,129,Agincourt North,D42,2
2019-08-19,17:30:00,KINGSTON RD,HAIG AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,None,None,122,Birchcliffe-Cliffside,D41,1
2019-08-19,17:30:00,KINGSTON RD,HAIG AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,122,Birchcliffe-Cliffside,D41,2
2019-08-19,21:18:00,MARKHAM RD,NASHDENE RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,None,Yes,Yes,None,144,Morningside Heights,D42,1
2019-08-19,21:18:00,MARKHAM RD,NASHDENE RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,Yes,Yes,None,144,Morningside Heights,D42,2
2019-08-19,21:18:00,MARKHAM RD,NASHDENE RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Passenger,20 to 24,Major,None,Yes,Yes,None,144,Morningside Heights,D42,3
2019-08-20,15:15:00,SHEPPARD AVE E,MARKHAM RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,146,Malvern East,D42,1
2019-08-20,15:15:00,SHEPPARD AVE E,MARKHAM RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,Yes,None,146,Malvern East,D42,2
2019-08-20,15:22:00,BATHURST ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,50 to 54,Major,None,None,None,None,95,Annex,D14,1
2019-08-20,21:12:00,STEELES AVE E,LAURELEAF RD S,Major Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,60 to 64,Fatal,35,None,None,None,49,Bayview Woods-Steeles,D33,1
2019-08-20,21:12:00,STEELES AVE E,LAURELEAF RD S,Major Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Driver,30 to 34,None,None,None,None,None,49,Bayview Woods-Steeles,D33,2
2019-08-21,11:30:00,SHEPPARD AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,45 to 49,None,None,None,Yes,None,128,Agincourt South-Malvern West,D42,1
2019-08-21,11:30:00,SHEPPARD AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,unknown,None,None,None,Yes,None,128,Agincourt South-Malvern West,D42,2
2019-08-21,11:30:00,SHEPPARD AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Pedestrian,75 to 79,Fatal,36,None,Yes,None,128,Agincourt South-Malvern West,D42,3
2019-08-22,8:15:00,ISLINGTON AVE,ANGLESEY BLVD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,Yes,None,9,Edenbridge-Humber Valley,D22,1
2019-08-22,8:15:00,ISLINGTON AVE,ANGLESEY BLVD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,65 to 69,Major,None,None,Yes,None,9,Edenbridge-Humber Valley,D22,2
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,1
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,2
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,3
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,4
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 4,Minimal,None,None,Yes,None,170,Yonge-Bay Corridor,D52,5
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 44,Minor,None,None,Yes,None,170,Yonge-Bay Corridor,D52,6
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,7
2019-08-22,15:21:00,BAY ST,COLLEGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,8
2019-08-22,18:23:00,LAKE SHORE BLVD E,COXWELL AVE,Major Arterial,Toronto and East York,Clear,Dusk,Dry,Non-Fatal Injury,Driver,50 to 54,Major,None,None,Yes,None,70,South Riverdale,D55,1
2019-08-22,18:23:00,LAKE SHORE BLVD E,COXWELL AVE,Major Arterial,Toronto and East York,Clear,Dusk,Dry,Non-Fatal Injury,Motorcycle Driver,50 to 54,Major,None,None,Yes,None,70,South Riverdale,D55,2
2019-08-23,7:52:00,DAVENPORT RD,BATHURST ST,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,35 to 39,None,None,None,Yes,None,96,Casa Loma,D13,1
2019-08-23,7:52:00,DAVENPORT RD,BATHURST ST,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,Minimal,None,None,Yes,None,96,Casa Loma,D13,2
2019-08-23,7:52:00,DAVENPORT RD,BATHURST ST,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,25 to 29,None,None,None,Yes,None,96,Casa Loma,D13,3
2019-08-23,7:52:00,DAVENPORT RD,BATHURST ST,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 44,Major,None,None,Yes,None,96,Casa Loma,D13,4
2019-08-23,7:52:00,DAVENPORT RD,BATHURST ST,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 64,Minimal,None,None,Yes,None,96,Casa Loma,D13,5
2019-08-25,0:20:00,PASSMORE AVE,DYNAMIC DR,Collector,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Driver,15 to 19,None,None,None,None,None,130,Milliken,D42,1
2019-08-25,0:20:00,PASSMORE AVE,DYNAMIC DR,Collector,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,130,Milliken,D42,2
2019-08-25,11:15:00,RENFORTH DR,BRIDGETOWN DR,Collector,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,None,None,None,Yes,None,12,Markland Wood,D22,1
2019-08-25,11:15:00,RENFORTH DR,BRIDGETOWN DR,Collector,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,Yes,None,12,Markland Wood,D22,2
2019-08-25,20:35:00,KINGSTON RD,MORNINGSIDE AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Driver,60 to 64,None,None,None,None,None,136,West Hill,D43,1
2019-08-25,20:35:00,KINGSTON RD,MORNINGSIDE AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Pedestrian,70 to 74,Fatal,37,None,None,None,136,West Hill,D43,2
2019-08-26,20:46:00,TWYN RIVERS DR,SHEPPARD AVE E,Collector,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,45 to 49,Major,None,None,Yes,None,144,Morningside Heights,D42,1
2019-08-30,20:23:00,SHEPPARD AVE E,ABBOTSFIELD GT,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Pedestrian,30 to 34,Fatal,38,None,None,None,118,Tam O'Shanter-Sullivan,D42,1
2019-08-30,20:23:00,SHEPPARD AVE E,ABBOTSFIELD GT,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Driver,unknown,None,None,None,None,None,118,Tam O'Shanter-Sullivan,D42,2
2019-08-31,7:40:00,MOUNT PLEASANT RD,ELM AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,Yes,None,98,Rosedale-Moore Park,D53,1
2019-08-31,7:40:00,MOUNT PLEASANT RD,ELM AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,Yes,None,98,Rosedale-Moore Park,D53,2
2019-08-31,17:46:00,JOHN GARLAND BLVD,KENDLETON DR,Local,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,2,Mount Olive-Silverstone-Jamestown,D23,1
2019-08-31,17:46:00,JOHN GARLAND BLVD,KENDLETON DR,Local,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,55 to 59,Major,None,None,Yes,None,2,Mount Olive-Silverstone-Jamestown,D23,2
2019-09-02,14:48:00,495 THE WEST MALL,None,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,None,Yes,Yes,None,13,Etobicoke West Mall,D22,1
2019-09-02,14:48:00,495 THE WEST MALL,None,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,Yes,Yes,None,13,Etobicoke West Mall,D22,2
2019-09-02,14:48:00,495 THE WEST MALL,None,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,unknown,None,None,Yes,Yes,None,13,Etobicoke West Mall,D22,3
2019-09-02,18:02:00,GARRYBROOK DR,HUNTINGWOOD DR,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,1
2019-09-02,18:02:00,GARRYBROOK DR,HUNTINGWOOD DR,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,30 to 34,Major,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,2
2019-09-03,18:00:00,KENNEDY RD,HIGHWAY 401 C  E,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,Major,None,None,None,None,126,Dorset Park,D41,1
